* Block Type = 96well
* Chemistry = TAQMAN
* Experiment File Name = E:\Teegan\20160815_Symcap_17.eds
* Experiment Run End Time = 2016-08-15 16:22:14 PM HST
* Instrument Type = steponeplus
* Passive Reference = ROX

[Results]
Well	Sample Name	Target Name	Task	Reporter	Quencher	Cт	Cт Mean	Cт SD	Quantity	Quantity Mean	Quantity SD	Automatic Ct Threshold	Ct Threshold	Automatic Baseline	Baseline Start	Baseline End	Comments	HIGHSD	NOAMP
A1																		N	N
A2	847	C	UNKNOWN	VIC	NFQ-MGB	27.481	27.3867	0.1334				false	0.01	false	15	22		N	N
A2	847	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						false	0.01	false	15	22		N	N
A3	864	C	UNKNOWN	VIC	NFQ-MGB	25.1623	24.9972	0.2336				false	0.01	false	15	22		N	N
A3	864	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						false	0.01	false	15	22		N	N
A4	869	C	UNKNOWN	VIC	NFQ-MGB	26.6319	26.7027	0.1002				false	0.01	false	15	22		N	N
A4	869	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						false	0.01	false	15	22		N	N
A5	1003	C	UNKNOWN	VIC	NFQ-MGB	25.5972	25.36	0.3355				false	0.01	false	15	22		N	N
A5	1003	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						false	0.01	false	15	22		N	N
A6	1007	C	UNKNOWN	VIC	NFQ-MGB	25.9521	25.8181	0.1896				false	0.01	false	15	22		N	N
A6	1007	D	UNKNOWN	FAM	NFQ-MGB	37.2928	37.2928					false	0.01	false	15	22		N	N
A7	1011	C	UNKNOWN	VIC	NFQ-MGB	25.968	26.2276	0.3671				false	0.01	false	15	22		N	N
A7	1011	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						false	0.01	false	15	22		N	N
A8	1015	C	UNKNOWN	VIC	NFQ-MGB	25.8213	25.8151	0.0088				false	0.01	false	15	22		N	N
A8	1015	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						false	0.01	false	15	22		N	N
A9	1019	C	UNKNOWN	VIC	NFQ-MGB	28.0207	27.7623	0.3654				false	0.01	false	15	22		N	N
A9	1019	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						false	0.01	false	15	22		N	N
A10	1023	C	UNKNOWN	VIC	NFQ-MGB	24.6257	24.5689	0.0804				false	0.01	false	15	22		N	N
A10	1023	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						false	0.01	false	15	22		N	N
A11	1027	C	UNKNOWN	VIC	NFQ-MGB	30.1083	30.0548	0.0756				false	0.01	false	15	22		N	N
A11	1027	D	UNKNOWN	FAM	NFQ-MGB	25.7762	25.6241	0.215				false	0.01	false	15	22		N	N
A12																		N	N
B1	836	C	UNKNOWN	VIC	NFQ-MGB	32.95	32.76	0.2687				false	0.01	false	15	22		Y	N
B1	836	D	UNKNOWN	FAM	NFQ-MGB	25.9076	26.274	0.5182				false	0.01	false	15	22		Y	N
B2	847	C	UNKNOWN	VIC	NFQ-MGB	27.2923	27.3867	0.1334				false	0.01	false	15	22		N	N
B2	847	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						false	0.01	false	15	22		N	N
B3	864	C	UNKNOWN	VIC	NFQ-MGB	24.832	24.9972	0.2336				false	0.01	false	15	22		N	N
B3	864	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						false	0.01	false	15	22		N	N
B4	869	C	UNKNOWN	VIC	NFQ-MGB	26.7735	26.7027	0.1002				false	0.01	false	15	22		N	N
B4	869	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						false	0.01	false	15	22		N	N
B5	1003	C	UNKNOWN	VIC	NFQ-MGB	25.1228	25.36	0.3355				false	0.01	false	15	22		N	N
B5	1003	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						false	0.01	false	15	22		N	N
B6	1007	C	UNKNOWN	VIC	NFQ-MGB	25.684	25.8181	0.1896				false	0.01	false	15	22		N	N
B6	1007	D	UNKNOWN	FAM	NFQ-MGB	Undetermined	37.2928					false	0.01	false	15	22		N	N
B7	1011	C	UNKNOWN	VIC	NFQ-MGB	26.4872	26.2276	0.3671				false	0.01	false	15	22		N	N
B7	1011	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						false	0.01	false	15	22		N	N
B8	1015	C	UNKNOWN	VIC	NFQ-MGB	25.8088	25.8151	0.0088				false	0.01	false	15	22		N	N
B8	1015	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						false	0.01	false	15	22		N	N
B9	1019	C	UNKNOWN	VIC	NFQ-MGB	27.5039	27.7623	0.3654				false	0.01	false	15	22		N	N
B9	1019	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						false	0.01	false	15	22		N	N
B10	1023	C	UNKNOWN	VIC	NFQ-MGB	24.512	24.5689	0.0804				false	0.01	false	15	22		N	N
B10	1023	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						false	0.01	false	15	22		N	N
B11	1027	C	UNKNOWN	VIC	NFQ-MGB	30.0013	30.0548	0.0756				false	0.01	false	15	22		N	N
B11	1027	D	UNKNOWN	FAM	NFQ-MGB	25.4721	25.6241	0.215				false	0.01	false	15	22		N	N
B12	1031	C	UNKNOWN	VIC	NFQ-MGB	25.6873	25.751	0.09				false	0.01	false	15	22		Y	N
B12	1031	D	UNKNOWN	FAM	NFQ-MGB	35.0115	34.3272	0.9677				false	0.01	false	15	22		Y	N
C1	836	C	UNKNOWN	VIC	NFQ-MGB	32.57	32.76	0.2687				false	0.01	false	15	22		Y	N
C1	836	D	UNKNOWN	FAM	NFQ-MGB	26.6404	26.274	0.5182				false	0.01	false	15	22		Y	N
C2	849	C	UNKNOWN	VIC	NFQ-MGB	26.5202	26.5364	0.023				false	0.01	false	15	22		N	N
C2	849	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						false	0.01	false	15	22		N	N
C3	865	C	UNKNOWN	VIC	NFQ-MGB	26.475	26.4221	0.0747				false	0.01	false	15	22		N	N
C3	865	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						false	0.01	false	15	22		N	N
C4	870	C	UNKNOWN	VIC	NFQ-MGB	26.4732	26.6129	0.1976				false	0.01	false	15	22		N	N
C4	870	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						false	0.01	false	15	22		N	N
C5	1004	C	UNKNOWN	VIC	NFQ-MGB	26.4288	26.528	0.1404				false	0.01	false	15	22		N	N
C5	1004	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						false	0.01	false	15	22		N	N
C6	1008	C	UNKNOWN	VIC	NFQ-MGB	29.301	29.453	0.2149				false	0.01	false	15	22		N	N
C6	1008	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						false	0.01	false	15	22		N	N
C7	1012	C	UNKNOWN	VIC	NFQ-MGB	26.2252	25.8853	0.4806				false	0.01	false	15	22		N	N
C7	1012	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						false	0.01	false	15	22		N	N
C8	1016	C	UNKNOWN	VIC	NFQ-MGB	27.2272	27.2491	0.0311				false	0.01	false	15	22		N	N
C8	1016	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						false	0.01	false	15	22		N	N
C9	1020	C	UNKNOWN	VIC	NFQ-MGB	26.1262	26.3403	0.3027				false	0.01	false	15	22		N	N
C9	1020	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						false	0.01	false	15	22		N	N
C10	1024	C	UNKNOWN	VIC	NFQ-MGB	24.4997	24.8182	0.4505				false	0.01	false	15	22		N	N
C10	1024	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						false	0.01	false	15	22		N	N
C11	1028	C	UNKNOWN	VIC	NFQ-MGB	28.1524	28.1128	0.0559				false	0.01	false	15	22		N	N
C11	1028	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						false	0.01	false	15	22		N	N
C12	1031	C	UNKNOWN	VIC	NFQ-MGB	25.8146	25.751	0.09				false	0.01	false	15	22		Y	N
C12	1031	D	UNKNOWN	FAM	NFQ-MGB	33.643	34.3272	0.9677				false	0.01	false	15	22		Y	N
D1	843	C	UNKNOWN	VIC	NFQ-MGB	26.5141	26.4564	0.0815				false	0.01	false	15	22		N	N
D1	843	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						false	0.01	false	15	22		N	N
D2	849	C	UNKNOWN	VIC	NFQ-MGB	26.5527	26.5364	0.023				false	0.01	false	15	22		N	N
D2	849	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						false	0.01	false	15	22		N	N
D3	865	C	UNKNOWN	VIC	NFQ-MGB	26.3693	26.4221	0.0747				false	0.01	false	15	22		N	N
D3	865	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						false	0.01	false	15	22		N	N
D4	870	C	UNKNOWN	VIC	NFQ-MGB	26.7526	26.6129	0.1976				false	0.01	false	15	22		N	N
D4	870	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						false	0.01	false	15	22		N	N
D5	1004	C	UNKNOWN	VIC	NFQ-MGB	26.6273	26.528	0.1404				false	0.01	false	15	22		N	N
D5	1004	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						false	0.01	false	15	22		N	N
D6	1008	C	UNKNOWN	VIC	NFQ-MGB	29.6049	29.453	0.2149				false	0.01	false	15	22		N	N
D6	1008	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						false	0.01	false	15	22		N	N
D7	1012	C	UNKNOWN	VIC	NFQ-MGB	25.5455	25.8853	0.4806				false	0.01	false	15	22		N	N
D7	1012	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						false	0.01	false	15	22		N	N
D8	1016	C	UNKNOWN	VIC	NFQ-MGB	27.2711	27.2491	0.0311				false	0.01	false	15	22		N	N
D8	1016	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						false	0.01	false	15	22		N	N
D9	1020	C	UNKNOWN	VIC	NFQ-MGB	26.5543	26.3403	0.3027				false	0.01	false	15	22		N	N
D9	1020	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						false	0.01	false	15	22		N	N
D10	1024	C	UNKNOWN	VIC	NFQ-MGB	25.1368	24.8182	0.4505				false	0.01	false	15	22		N	N
D10	1024	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						false	0.01	false	15	22		N	N
D11	1028	C	UNKNOWN	VIC	NFQ-MGB	28.0733	28.1128	0.0559				false	0.01	false	15	22		N	N
D11	1028	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						false	0.01	false	15	22		N	N
D12	1032	C	UNKNOWN	VIC	NFQ-MGB	25.1323	25.2126	0.1135				false	0.01	false	15	22		N	N
D12	1032	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						false	0.01	false	15	22		N	N
E1	843	C	UNKNOWN	VIC	NFQ-MGB	26.3988	26.4564	0.0815				false	0.01	false	15	22		N	N
E1	843	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						false	0.01	false	15	22		N	N
E2	857	C	UNKNOWN	VIC	NFQ-MGB	33.5033	33.6601	0.2218				false	0.01	false	15	22		N	N
