* Block Type = 96well
* Chemistry = TAQMAN
* Experiment File Name = H:\20160722_Symcap_7.eds
* Experiment Run End Time = 2016-07-22 14:02:53 PM HST
* Instrument Type = steponeplus
* Passive Reference = ROX

[Results]
Well	Sample Name	Target Name	Task	Reporter	Quencher	Cт	Cт Mean	Cт SD	Quantity	Quantity Mean	Quantity SD	Automatic Ct Threshold	Ct Threshold	Automatic Baseline	Baseline Start	Baseline End	Comments	HIGHSD	NOAMP
A1																		N	N
A2	520	C	UNKNOWN	VIC	NFQ-MGB	32.5567	32.0683	0.6907				false	0.01	false	15	22		Y	N
A2	520	D	UNKNOWN	FAM	NFQ-MGB	28.6004	27.9293	0.9491				false	0.01	false	15	22		Y	N
A3	524	C	UNKNOWN	VIC	NFQ-MGB	31.853	31.5704	0.3997				false	0.01	false	15	22		N	N
A3	524	D	UNKNOWN	FAM	NFQ-MGB	26.7576	26.595	0.2299				false	0.01	false	15	22		N	N
A4	528	C	UNKNOWN	VIC	NFQ-MGB	29.6324	29.3387	0.4153				false	0.01	false	15	22		N	N
A4	528	D	UNKNOWN	FAM	NFQ-MGB	Undetermined	35.9851					false	0.01	false	15	22		N	N
A5	532	C	UNKNOWN	VIC	NFQ-MGB	27.4778	27.2731	0.2895				false	0.01	false	15	22		N	N
A5	532	D	UNKNOWN	FAM	NFQ-MGB	30.9382	30.7288	0.296				false	0.01	false	15	22		N	N
A6	536	C	UNKNOWN	VIC	NFQ-MGB	30.5958	30.3105	0.4035				false	0.01	false	15	22		Y	N
A6	536	D	UNKNOWN	FAM	NFQ-MGB	27.6193	27.2359	0.5422				false	0.01	false	15	22		Y	N
A7	540	C	UNKNOWN	VIC	NFQ-MGB	33.498	33.6529	0.219				false	0.01	false	15	22		N	N
A7	540	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						false	0.01	false	15	22		N	N
A8	544	C	UNKNOWN	VIC	NFQ-MGB	32.4007	31.9792	0.5961				false	0.01	false	15	22		Y	N
A8	544	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						false	0.01	false	15	22		Y	N
