* Block Type = 96well
* Chemistry = TAQMAN
* Experiment File Name = E:\Teegan\20160818_Symcap_18.eds
* Experiment Run End Time = 2016-08-18 12:16:59 PM HST
* Instrument Type = steponeplus
* Passive Reference = ROX

[Results]
Well	Sample Name	Target Name	Task	Reporter	Quencher	Cт	Cт Mean	Cт SD	Quantity	Quantity Mean	Quantity SD	Automatic Ct Threshold	Ct Threshold	Automatic Baseline	Baseline Start	Baseline End	Comments	HIGHSD	NOAMP
A1																		N	N
A2	1036	C	UNKNOWN	VIC	NFQ-MGB	30.1233	29.9214	0.2855				false	0.01	false	15	22		N	N
A2	1036	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						false	0.01	false	15	22		N	N
A3	1040	C	UNKNOWN	VIC	NFQ-MGB	27.0327	26.8385	0.2746				false	0.01	false	15	22		Y	N
A3	1040	D	UNKNOWN	FAM	NFQ-MGB	35.7758	36.1904	0.5864				false	0.01	false	15	22		Y	N
A4	1045	C	UNKNOWN	VIC	NFQ-MGB	32.5232	32.1143	0.5782				false	0.01	false	15	22		Y	N
A4	1045	D	UNKNOWN	FAM	NFQ-MGB	28.7565	28.3303	0.6027				false	0.01	false	15	22		Y	N
A5	1053	C	UNKNOWN	VIC	NFQ-MGB	31.6675	31.6871	0.0278				false	0.01	false	15	22		N	N
A5	1053	D	UNKNOWN	FAM	NFQ-MGB	26.6766	26.9112	0.3318				false	0.01	false	15	22		N	N
A6	874	C	UNKNOWN	VIC	NFQ-MGB	26.9097	26.6221	0.4068				false	0.01	false	15	22		Y	N
A6	874	D	UNKNOWN	FAM	NFQ-MGB	30.7581	30.2792	0.6772				false	0.01	false	15	22		Y	N
A7	879	C	UNKNOWN	VIC	NFQ-MGB	30.8395	30.9464	0.1513				false	0.01	false	15	22		N	N
A7	879	D	UNKNOWN	FAM	NFQ-MGB	27.0238	26.9436	0.1135				false	0.01	false	15	22		N	N
A8	933	C	UNKNOWN	VIC	NFQ-MGB	27.2927	28.0427	1.0606				false	0.01	false	15	22		Y	N
A8	933	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						false	0.01	false	15	22		Y	N
A9	937	C	UNKNOWN	VIC	NFQ-MGB	25.9782	25.8797	0.1393				false	0.01	false	15	22		N	N
A9	937	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						false	0.01	false	15	22		N	N
A10	941	C	UNKNOWN	VIC	NFQ-MGB	26.8823	26.6914	0.27				false	0.01	false	15	22		N	N
A10	941	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						false	0.01	false	15	22		N	N
A11	945	C	UNKNOWN	VIC	NFQ-MGB	26.4362	26.5399	0.1466				false	0.01	false	15	22		N	N
A11	945	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						false	0.01	false	15	22		N	N
A12																		N	N
B1	1033	C	UNKNOWN	VIC	NFQ-MGB	29.317	28.9627	0.5011				false	0.01	false	15	22		Y	N
B1	1033	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						false	0.01	false	15	22		Y	N
B2	1036	C	UNKNOWN	VIC	NFQ-MGB	29.7195	29.9214	0.2855				false	0.01	false	15	22		N	N
B2	1036	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						false	0.01	false	15	22		N	N
B3	1040	C	UNKNOWN	VIC	NFQ-MGB	26.6443	26.8385	0.2746				false	0.01	false	15	22		Y	N
B3	1040	D	UNKNOWN	FAM	NFQ-MGB	36.605	36.1904	0.5864				false	0.01	false	15	22		Y	N
B4	1045	C	UNKNOWN	VIC	NFQ-MGB	31.7054	32.1143	0.5782				false	0.01	false	15	22		Y	N
B4	1045	D	UNKNOWN	FAM	NFQ-MGB	27.9041	28.3303	0.6027				false	0.01	false	15	22		Y	N
B5	1053	C	UNKNOWN	VIC	NFQ-MGB	31.7068	31.6871	0.0278				false	0.01	false	15	22		N	N
B5	1053	D	UNKNOWN	FAM	NFQ-MGB	27.1458	26.9112	0.3318				false	0.01	false	15	22		N	N
B6	874	C	UNKNOWN	VIC	NFQ-MGB	26.3345	26.6221	0.4068				false	0.01	false	15	22		Y	N
B6	874	D	UNKNOWN	FAM	NFQ-MGB	29.8004	30.2792	0.6772				false	0.01	false	15	22		Y	N
B7	879	C	UNKNOWN	VIC	NFQ-MGB	31.0534	30.9464	0.1513				false	0.01	false	15	22		N	N
B7	879	D	UNKNOWN	FAM	NFQ-MGB	26.8633	26.9436	0.1135				false	0.01	false	15	22		N	N
B8	933	C	UNKNOWN	VIC	NFQ-MGB	28.7926	28.0427	1.0606				false	0.01	false	15	22		Y	N
B8	933	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						false	0.01	false	15	22		Y	N
