* Block Type = 96well
* Chemistry = TAQMAN
* Experiment File Name = H:\20160727_Symcap_11.eds
* Experiment Run End Time = 2016-07-27 17:33:20 PM HST
* Instrument Type = steponeplus
* Passive Reference = ROX

[Results]
Well	Sample Name	Target Name	Task	Reporter	Quencher	Cт	Cт Mean	Cт SD	Quantity	Quantity Mean	Quantity SD	Automatic Ct Threshold	Ct Threshold	Automatic Baseline	Baseline Start	Baseline End	Comments	HIGHSD	NOAMP
A1																		N	N
A2	696	C	UNKNOWN	VIC	NFQ-MGB	Undetermined						false	0.01	false	15	22		N	Y
A2	696	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						false	0.01	false	15	22		N	Y
A3	700	C	UNKNOWN	VIC	NFQ-MGB	28.1828	27.593	0.834				false	0.01	false	15	22		Y	N
A3	700	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						false	0.01	false	15	22		Y	N
A4	704	C	UNKNOWN	VIC	NFQ-MGB	33.0325	32.966	0.0941				false	0.01	false	15	22		Y	N
A4	704	D	UNKNOWN	FAM	NFQ-MGB	28.0125	27.2874	1.0255				false	0.01	false	15	22		Y	N
A5	708	C	UNKNOWN	VIC	NFQ-MGB	30.8473	30.8432	0.0058				false	0.01	false	15	22		N	N
A5	708	D	UNKNOWN	FAM	NFQ-MGB	26.0789	26.2119	0.188				false	0.01	false	15	22		N	N
A6	712	C	UNKNOWN	VIC	NFQ-MGB	26.8271	26.4261	0.5671				false	0.01	false	15	22		Y	N
A6	712	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						false	0.01	false	15	22		Y	N
A7	716	C	UNKNOWN	VIC	NFQ-MGB	26.9853	26.5046	0.6797				false	0.01	false	15	22		Y	N
A7	716	D	UNKNOWN	FAM	NFQ-MGB	Undetermined	36.8735					false	0.01	false	15	22		Y	N
A8	720	C	UNKNOWN	VIC	NFQ-MGB	25.6213	25.5313	0.1274				false	0.01	false	15	22		N	N
A8	720	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						false	0.01	false	15	22		N	N
A9	724	C	UNKNOWN	VIC	NFQ-MGB	28.578	28.2561	0.4552				false	0.01	false	15	22		N	N
A9	724	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						false	0.01	false	15	22		N	N
A10	728	C	UNKNOWN	VIC	NFQ-MGB	30.9432	30.8309	0.1587				false	0.01	false	15	22		N	N
A10	728	D	UNKNOWN	FAM	NFQ-MGB	26.6852	26.5185	0.2357				false	0.01	false	15	22		N	N
A11	732	C	UNKNOWN	VIC	NFQ-MGB	31.1444	30.9885	0.2205				false	0.01	false	15	22		N	N
A11	732	D	UNKNOWN	FAM	NFQ-MGB	26.3733	26.2538	0.1691				false	0.01	false	15	22		N	N
A12																		N	N
B1	693	C	UNKNOWN	VIC	NFQ-MGB	26.9201	26.8861	0.048				false	0.01	false	15	22		N	N
B1	693	D	UNKNOWN	FAM	NFQ-MGB	27.673	27.6967	0.0335				false	0.01	false	15	22		N	N
B2	696	C	UNKNOWN	VIC	NFQ-MGB	Undetermined						false	0.01	false	15	22		N	Y
B2	696	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						false	0.01	false	15	22		N	Y
B3	700	C	UNKNOWN	VIC	NFQ-MGB	27.0033	27.593	0.834				false	0.01	false	15	22		Y	N
B3	700	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						false	0.01	false	15	22		Y	N
B4	704	C	UNKNOWN	VIC	NFQ-MGB	32.8994	32.966	0.0941				false	0.01	false	15	22		Y	N
B4	704	D	UNKNOWN	FAM	NFQ-MGB	26.5622	27.2874	1.0255				false	0.01	false	15	22		Y	N
B5	708	C	UNKNOWN	VIC	NFQ-MGB	30.8392	30.8432	0.0058				false	0.01	false	15	22		N	N
B5	708	D	UNKNOWN	FAM	NFQ-MGB	26.3448	26.2119	0.188				false	0.01	false	15	22		N	N
B6	712	C	UNKNOWN	VIC	NFQ-MGB	26.0251	26.4261	0.5671				false	0.01	false	15	22		Y	N
B6	712	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						false	0.01	false	15	22		Y	N
B7	716	C	UNKNOWN	VIC	NFQ-MGB	26.024	26.5046	0.6797				false	0.01	false	15	22		Y	N
B7	716	D	UNKNOWN	FAM	NFQ-MGB	36.8735	36.8735					false	0.01	false	15	22		Y	N
